-2,938395983
-0,693352833
2,025143839
-1,565601992
1,015918931
0,831790277
0,063053896
1,615718103
-0,8812271
-0,314908685
-0,659056108
-0,838470012
-0,938452229
1,445822758
-0,108264102
-0,724383224
0,659973485
0,221586769
-0,44284952
1,418068025
-0,598665904
-0,43455296
1,000788818
-1,361531851
-0,988014792
1,491940634
-1,218427317
2,140488016
-3,056742943
2,344148951
-0,116301601
-1,735463122
1,344624972
0,406977873
0,479954478
-1,761486615
1,692455011
-0,319272885
-1,47049555
0,380330901
1,840540603
0,915101311
-2,039996462
0,576113048
-0,675036907
-1,478857476
0,950740528
1,542517736
-0,505100245
-2,093612433
0,448943184
-0,028201453
0,840534532
0,305358454
1,00385873
-1,192447335
-0,951952293
-0,084921717
2,020575585
-1,382243907
0,96298703
-0,139380347
-1,317453372
-0,603176486
2,774031317
-1,29103914
0,283773351
-0,920388417
0,922852387
-1,647916388
1,335391096
-0,600930771
-0,229112848
0,657402131
1,299407451
-0,190054077
-0,658375495
0,701077107
-1,628454244
0,297908063
1,41471788
-0,60297875
0,730574758
-1,74852553
-0,215370158
1,87579243
0,020250733
-1,215835283
-0,795221152
2,587997231
-0,637986877
-2,46135419
0,167120534
-0,066272879
3,048089045
-0,943936405
0,708112969
-1,415569256
1,359761564
-1,43770533
-0,168074008
0,542117952
-0,663639767
0,15850417
0,551843426
-1,01638724
0,653947187
-0,320667397
-0,071190305
1,085184843
0,780692951
-1,797117426
0,749318652
-0,350810168
-0,824196573
0,70571927
-0,028457962
1,367727028
-0,985370911
-2,001467609
2,436354045
-1,010371077
-0,183688061
0,185239748
-2,018662172
0,701988279
2,43587557
-1,148375771
0,31777037
-1,672659337
1,830797608
0,208179671
-1,423541054
0,035101678
-0,113859228
0,718316177
0,596212814
-0,385852102
-0,883920396
0,099012805
0,495152154
-2,497986579
3,82909377
-1,310373009
0,18121288
0,233723101
-0,26666011
-0,55205132
-0,152704632
-0,849032937
0,603254639
0,046841823
-1,106712028
2,218218362
-0,112635168
-0,682443184
-0,80193145
1,449774309
-2,028648677
0,936996574
-0,635310272
0,841513445
-0,796930475
1,188551379
1,433303419
-2,57068953
0,950353426
-1,528826383
2,081535377
-0,211820525
-0,644562477
-0,425320289
0,348677918
0,243972937
0,6182513
-0,016960835
-1,640073215
0,753850757
0,682428159
-0,28374039
1,266424612
-1,263645409
1,331490693
0,214064524
-1,385133445
-1,328260109
0,241061051
0,466372421
-0,737506554
-0,347959174
1,612631064
-0,121678996
1,714313069
-1,332893989
-0,566049441
0,244855612
0,648135727
0,576918081
-0,777358018
-1,351831524
0,347867008
1,881049017
0,845602283
-2,609716154
2,104399569
0,739850404
-2,06262607
0,173668541
-1,248270532
-0,176810298
0,706942235
1,016307307
-1,848216671
1,046290111
1,132563654
0,227402426
-2,588797214
1,06411186
-0,115162985
0,24411202
-0,346985451
-0,567617472
2,402497598
-0,338914126
-1,921431903
0,546511295
-0,392301372
0,570698963
1,822663627
-0,523550588
-1,245728352
-0,754253918
0,057760293
0,414367428
1,175638286
-1,194184445
-0,116853498
-1,436333662
2,585380514
-1,262289617
-0,64531594
1,141225717
1,521733666
-2,180034337
-0,12589157
1,17877531
-1,464736121
0,91290372
-0,964607825
1,203003703
-0,498340615
-0,028339695
-0,531384116
0,392429981
1,320116368
0,637713249
-1,013330664
-0,135114911
0,411847605
-0,413473992
-0,443643909
0,583159673
-1,255476119
0,888833562
-1,520404855
1,447646194
0,974778465
-0,460654638
-0,687164775
0,470235123
-1,369847605
2,17137528
-0,042597884
-1,506475892
1,093373494
-1,273047657
0,600510441
-0,623630298
1,82291037
-0,143984428
0,934606367
-2,213138503
0,70520444
2,258061956
-1,456129921
-0,358019461
0,91178142
-1,776376781
2,172133501
-0,823230104
-0,840766886
-1,355919557
0,927740767
-0,072189769
0,742867778
-0,540014211
0,239732759
-1,309315109
1,127351812
0,91738477
-1,149557738
0,325759419
0,847154129
-1,614182516
1,610277056
1,430990857
-1,751717926
-0,708020999
-1,201107615
0,622615379
1,424115011
2,098598924
-1,780195578
-0,459715784
-1,321006456
2,346081948
-1,249889436
-0,660745672
0,009458841
0,016315333
0,815044539
-1,034660202
0,982692053
0,65732322
-0,629507709
-0,923659325
2,931819235
-3,404539646
0,786028712
0,377675215
-0,747540609
2,254322473
-1,757495007
0,137671159
-0,307599829
1,734291811
-1,180642861
-1,143230875
1,254471355
-2,478783602
4,294822827
-1,220260327
0,163137472
-1,543031503
1,361787146
-0,934240037
0,637343789
-0,277512535
-1,835782234
1,635262041
-0,479329674
0,502142813
1,639977136
-2,696626638
1,487250132
0,056374066
-1,01013388
1,434178042
0,43933118
-1,662918352
2,232011204
-2,126829636
-0,892934974
0,380399275
0,890148474
0,243419567
0,170444128
-0,216596003
-0,600699572
1,055102563
-1,299782179
0,470193468
0,47161192
-0,259369532
-0,112296917
1,610306605
-1,447082931
0,3360681
-1,954722365
2,330213984
-1,36284489
0,859620681
-0,552138387
1,462422148
-1,201908862
-0,301891077
1,202737945
-0,860485544
-0,718804866
-0,291503256
2,103481451
-0,52008409
-1,558838398
0,880765484
1,731741266
-0,879226676
0,115103951
-0,298544253
-1,198300383
0,873448685
