-0,869446279
-0,359025056
-0,184331242
-0,919372307
-1,180178983
-1,411573363
0,610159815
1,376204994
1,76321516
0,242315371
2,947841966
2,245233295
3,604139271
2,513659575
2,879937924
-0,114072005
-0,24197266
0,091701587
1,25287884
1,538808162
0,812739782
1,250620803
0,367681083
0,927840831
0,63571782
0,532962757
-0,819180203
-1,012104625
-0,921084419
0,295935059
0,054004823
0,178142359
1,276682635
1,122041837
1,347452706
1,503570308
0,398111997
-0,560318024
0,158040646
0,311857821
1,101560861
1,185586095
0,277634057
0,025957937
-2,305744422
-1,681269473
-1,534518994
-0,969561863
-1,951202403
-1,277238095
-2,116843456
-1,776948462
-1,213563523
0,697414758
1,447876498
2,149739941
1,019949646
1,97408763
0,743145211
2,408598925
1,252183147
1,481657289
0,790027271
2,403772326
1,277404336
2,849306585
1,024413242
1,257186557
1,400995563
2,291865632
3,448770112
2,249191659
1,202013247
0,944942345
1,149626061
-0,015346195
0,217333213
-0,2597033
0,951166909
-0,454328288
-0,308062242
-0,925525246
-0,866272605
0,660785248
0,486344477
1,711305159
-0,784906541
0,060210547
0,34063502
1,350551927
0,960192863
0,525491073
0,202417709
1,883378447
1,568687325
1,417082191
2,215141174
1,818295215
3,334023814
1,746682842
3,633465796
2,713436167
2,00605195
3,374573647
0,957841387
1,559315416
1,001961903
0,225732801
0,753987837
0,607099814
2,242975927
3,351028981
-0,37349474
1,414266443
0,151460219
0,075201285
0,0660238
-0,311973733
0,223984007
1,525879116
0,549333448
0,004815349
1,510060552
0,399745301
2,654494225
2,547306896
0,699889034
1,46147907
0,850051236
0,095800062
-0,875149829
0,073813296
0,767643856
-1,429490738
0,21838827
0,200444929
2,339969877
0,720111129
2,347753578
-0,006217584
2,558501592
1,549234219
0,555692228
1,737553435
0,2491834
0,120195409
-0,096017783
-0,871182638
0,972777336
1,561393507
1,418016189
1,885061037
2,82267477
2,53045828
2,587439466
2,266638226
2,491354554
1,003757135
0,862559443
0,51250831
1,475478926
0,575688132
0,685441547
0,322673054
1,731605579
-1,815078234
-0,778326936
1,164642041
1,028997139
1,53783074
0,486517038
0,627287151
-0,880361081
-0,279753607
0,488038164
0,930448407
-0,033656643
2,123073664
2,329864091
2,287607771
0,659193676
2,056459126
1,34457032
1,158609546
1,765830799
0,508598803
-0,509542047
0,891108074
0,240157376
1,235401895
0,052837844
1,672845843
0,276153815
-1,013839912
-0,831029795
-0,36999634
0,855183081
-0,646240656
-1,48456909
0,665304913
-0,179353306
-1,940202392
-2,736887603
-2,573278527
-0,993561177
-0,966705227
0,584001244
-0,500499511
-0,457472412
0,12255402
-1,047138332
-1,863969247
-2,205678373
-1,686212984
-1,954010204
-1,353270872
-1,395245038
-1,122624061
0,6275641
0,109270944
-1,298206741
0,514480318
-1,223425526
-0,118910637
-1,069998335
-1,224733542
0,001395379
0,279327078
0,371247059
1,231961167
0,892031118
1,8553483
1,767129983
1,76094302
0,800160507
1,006951421
-1,002441228
0,841333214
0,636214402
0,641854313
1,480060987
1,381921762
2,848071382
2,447024847
2,062180363
-0,167339762
0,989563005
0,437691988
1,244340208
3,2478384
2,182011792
2,639518258
0,493190782
0,317054452
0,270587341
1,098349922
1,873413682
1,508313652
0,407210573
0,242103387
1,969013977
0,234402383
-0,145202555
1,332683305
0,816249316
0,974469053
0,948480902
2,086141197
-0,386276524
0,171214058
-0,868116494
-0,932045377
-0,012010192
-0,164897092
-1,246136433
-1,590546499
-0,962568702
-0,764110191
-0,275979952
-1,78172969
0,812695676
0,967556555
1,600289308
2,024872158
1,347149336
0,959188072
2,54187661
2,167391223
2,112586996
-0,059195752
-0,385634537
0,194985595
1,057981543
-0,092307783
-0,104749875
-1,083383944
0,581187287
-0,343837593
0,533345115
-1,278931259
0,434929187
-0,654829286
-0,410619999
-0,330111529
-0,38237631
-0,300587012
-0,072737707
0,550195603
-1,013994113
-0,405515827
0,622504608
-0,125124728
1,63681793
0,976515315
2,165220678
1,151936274
0,596173526
0,887569258
0,432603882
-0,106043705
-0,702932991
-1,240612516
0,559332352
0,551140115
1,222403751
1,812226587
1,144086272
1,018269415
1,245510658
1,823554548
2,167490974
2,726075525
1,491118219
2,657743519
1,343785843
0,844295219
-0,862835689
0,215319017
0,166674694
1,050002547
0,744249028
0,565308856
-0,346412161
1,401510624
0,977595611
2,552152868
-0,771423792
0,653560535
1,336820181
1,933712977
-0,409150419
0,240031141
0,056957122
0,845272602
-0,403722819
1,686434862
0,30174278
0,87433071
1,419625778
1,277365053
1,152727216
1,840333606
2,742856402
3,506118264
2,709223561
2,124066924
0,483242103
0,670367737
0,339204894
-0,681399855
0,631070793
0,295362664
0,793040224
0,026038073
0,871057443
0,715083613
1,054088405
-0,76014415
0,848514026
-0,305440646
1,342757421
1,096833415
0,608937315
0,930258877
1,130265862
1,038341469
0,196142246
0,28660032
-0,357225994
-0,946569741
-1,47938064
0,568152526
0,274738555
-0,34116393
1,460976107
-0,801083966
0,673523654
-0,117248918
0,68116683
0,578705695
